"Astrophytum coahuilense",,"1c",,"70 GA-3"
"Astrophytum x 'sen-as'",,"1c",,"70 GA-3"
"Asyneuma limoniflium",,,2,"70D"
"Asyneuma limonifolium",,1,,"70D"
"Athamanta turbith","B",,,70
"Atractyloides japonica",,1,,"chaff"
"Atriplex canescens",,,2,"70D GA-4 or GA-7"
"Atriplex hymenolytra ",,1,,"extract, 70D"
"Atriplex longipes",,1,,"OT"
"Atropa belladonna","B",,,"70 GA-3"
"Aubrieta deltoides","B",,,70
"Aubrietia grandiflora",,1,,"70D"
"Aucuba japonica","B",,,70
"Aureolaria virginica","B",,,"40-70"
"Austrocactus bertinii",,"1c",,"70 GA-3"
"Austrocactus bertinii 'patagonicus'",,"1c",,"no germ"
"Austrocylindropuntia floccosa",,"1c",,"no germ"
"Austrocylindropuntia haematacantha",,"1c",,"no germ"
"Austrocylindropuntia inarmata",,"1c",,"no germ"
"Austrocylindropuntia shaferi",,"1c",,"70 GA-3"
"Austrocylindropuntia weingartiana",,"1c",,"no germ"
"Averrhoa carambola",,,2,"70L"
"Azorina vidallii",,,2,"70L"
"Azorina vidallii",,1,,"70L"
"Aztekium ritteri",,"1c",,"70 GA-3"
"Babiana dregei",,,2,"70D"
"Babiana tubulosa",,,2,"70D"
"Baeometra uniflora ",,,2,"70L-40"
"Ballota pseudodictamnus","B",,,70
"Balsamorhiza hookeri","B",,,70
"Balsamorhiza sagitatta","B",,,"70 GA-3"
"Bambusa arundinacea",,,2,"70L"
"Banksia integrifolia",,,2,"comment"
"Banksia prionotes",,,2,"comment"
"Banksia sp.",,1,,"comment"
"Baptisia australis",,,2,"puncture, 70D"
"Baptisia australis",,1,,"puncture, 70D"
"Baptisia australis","B",,,70
"Baptisia leucophaea","B",,,"OT"
"Baptisia viridis",,,2,"puncture, 70D"
"Baptisia viridis",,1,,"puncture, 70D"
"Barbarea rupicola",,,2,"empty"
"Barbarea sp.",,,2,"70D"
"Barbarea vulgaris",,1,,"70L"
"Barbarea vulgaris variegata",,,2,"70L"
"Barleria obtusa",,,2,"empty"
"Bartsia alpina ",,1,,"70 GA-3"
"Bauhinia monandra","B",,,"70D"
"Bauhinia purpurea","B",,,"70D"
"Baumea articulata",,,2,"no germ"
"Begonia dioica","B",,,"D-70"
"Begonia evansiana","B",,,"D-70"
"Begonia hirta",,,2,"DS 3 y = dead"
"Begonia picta","B",,,"D-70"
"Begonia semperflorens",,,2,"70L"
"Begonia suffruticosa",,,2,"70D"
"Begonia suffruticosa",,1,,70
"Begonia tuber hybrida",,,2,"60L"
"Belamcanda chinensis",,,2,"DS 5 y = dead"
"Belamcanda chinensis","B",,,70
"Bellevalia dubia","B",,,"D-40"
"Bellevalia pycnantha","B",,,"D-40"
"Bellevalia romana","B",,,"D-40"
"Bensoniella oregona","B",,,"70L"
"Berardia subacaulis",,,2,"70D"
"Berardia subacaulis",,1,,"70D"
"Berberis julianae","B",,,"WC 7 d, 40"
"Berberis sphaerocarpa","B",,,"WC 7 d, 70"
"Berberis thunbergii","B",,,"WC 7 d, 40-70"
"Bergenia ciliata","B",,,70
"Berlandiera lyrata",,,2,70
"Berlandiera lyrata",,1,,"70D"
"Bertholletia excelsa",,1,,"comment"
"Berzelia galpinii",,,2,"70L"
"Berzelia lanuginosa",,,2,"70L"
"Berzelia rubra",,,2,"70L"
"Beschorneria bracteata",,1,,"70D"
"Beschorneria yuccoides",,,2,"70D-40"
"Bessya alpina",,1,,"70D-40-70D"
"Beta vulgare",,,2,70
"Betula delavayi","B",,,70
"Betula ermanii","B",,,"70L"
"Betula glandulosa",,1,,"40-70D"
"Betula lenta","B",,,"40-70"
"Betula lutea","B",,,"40-70"
"Betula nana",,1,,"70 GA-3"
"Betula pendula","B",,,70
"Betula platyphylla japonica",,1,,"70L"
"Betula populifolia",,1,,"70L"
"Betula populifolia","B",,,"70L"
"Betula pubescens",,1,,"70L"
"Betula tianschanica","B",,,"40-70L"
"Bidens ferrucaefolia",,,2,"70D"
"Billardiera longiflora ",,,2,"70 GA-3 - 40"
"Billardiera longiflora fructoalba",,,2,"70 GA-3"
"Biscutella coronopifolia",,1,,"70D"
"Bitium",,1,,"see Chenopodium"
"Bixa orellana",,1,,70
"Bixa orellana","B",,,70
"Blackstonia perfoliata","B",,,70
"Blephilia hirsuta",,1,,"70L"
"Bloomeria crocea",,1,,40
"Blossfelldia iliputana",,"1c",,"no germ"
"Boenninghausenia albiflora",,1,,"70D"
"Bolboschoenus caldwellii",,,2,"40-70L"
"Bolboschoenus fluviatilis",,,2,"40-70L"
"Bomarea sp.",,,2,"70D-40-70D-40-70D-40-70D-40-70D-40-70D"
"Bomarea sp.",,1,,"70 GA-3"
"Bombax malabaricum",,1,,"70D"
"Bongardia sp.","B",,,40
"Borago officinalis",,1,,"D-70"
"Borago officinalis","B",,,"70D GA-3"
"Boronia ledifolia",,,2,"rotted"
"Boronia megastigma",,,2,"rotted"
"Bouteloua curtipendula","Bg",,,"D-70"
"Bouteloua gracilis","Bg",,,"D-70"
"Boykinia aconitifolia",,,2,"70L"
"Brachiaria dictyoneura",,,2,"70 GA-3"
"Brachiaria dictyoneura ",,1,,"D-70 OS"
"Brachycome iberidifolia",,,2,"70D"
"Brachycome iberidifolia","B",,,70
"Brachyglottis bellidioides",,1,,"70L"
"Brassica olearaceae","B",,,"70L"
"Braya alpina",,1,,"70L"
"Briggsia aurantiaca","B",,,"70L"
"Brimeura amethystina","B",,,"40-70-40"
"Brimeura amethystina ",,1,,"40-70-40"
"Brimeura amethystina alba",,1,,"70L-40"
"Brimeura pulchella",,1,,40
"Briza maxima","Bg",,,"D-70"
"Brodiae congesta","B",,,40
"Brodiae douglasii","B",,,"40-70"
"Brodiae pulchella","B",,,40
"Brodiaea laxa",,,2,"70D-40"
"Bromus macrostachys","Bg",,,"D-70"
"Broussonetia papyrifera",,,2,"DS 2 y = dead"
"Broussonetia papyrifera",,1,,"70D-40-70D"
"Browallia sp.",,,2,"comment"
"Browningia candelaris",,,"2c","50-70 GA-3 or GA-4"
"Bruckenthalia spiculifolia","B",,,70
"Brugmansia suaveolens",,,2,"70L-40-70L"
"Brunia laevis",,,2,"rotted"
"Brunia stokei",,,2,"rotted"
"Buddleia davidii","B",,,"70L"
"Buddleia davidii",,1,,"70L"
"Buddleia globosa",,,2,70
"Buiningia aurea",,"1c",,"no germ"
"Buiningia brevicylindrica",,"1c",,"no germ"
"Bulbine annua",,,2,70
"Bulbine annua",,1,,"70L"
"Bulbine bulbosa",,,2,70
"Bulbine bulbosa",,1,,70
"Bulbine caulescens",,,2,70
"Bulbine caulescens",,1,,70
"Bulbine frutescens",,,2,70
"Bulbine frutescens",,1,,70
"Bulbine glauca",,,2,"rotted"
"Bulbine semibarbata",,,2,"70D"
"Bulbinella hookeri","B",,,"40-70-40"
"Bulbocodium vernum","B",,,"70-40-70-40"
"Bupleurum aureum","B",,,40
"Bupleurum longifolium",,,2,"70D-40"
"Bupleurum longifolium",,1,,"70-40-70-40"
"Bupleurum ranunculoides",,,2,"70D"
"Bupleurum ranunculoides",,1,,"70D"
"Bupleurum rotundifolium",,,2,40
"Bupleurum rotundifolium ",,1,,40
"Bupleurum spinosum","B",,,"70D-40"
"Butia capitata",,,2,"comment"
"Butia capitata v. odorata",,1,,"no germ"
"Butomus umbellatus","B",,,"40-70L"
"Caesalpina pulcherrima",,1,,"rotted"
"Caesalpinia pulcherrima",,,2,"rotted"
"Cajanus cajon",,1,,"70D"
"Cajophora acuminata",,,2,"DS 1 y = dead"
"Cajophora acuminata",,1,,"70D"
"Cajophora coronata","B",,,"70L"
"Cajophora laterita","B",,,"70D"
"Calamagrostis acutiflora","Bg",,,"D-70"
"Calandrinia acutisepala",,,2,"empty"
"Calandrinia caespitosa","B",,,"40-70"
"Calandrinia caespitosa",,,2,"empty"
"Calandrinia grandiflora","B",,,70
"Calandrinia umbellata","B",,,70
"Calastrus scandens","B",,,"WC, 70"
"Calceolaria (annual hybrids)",,,2,"55-75"
"Calceolaria falklandica","B",,,70
"Calendula officinalis",,1,,"D-70"
"Callianthemum sp.","B",,,"no germ"
"Callicarpa dichotoma","B",,,70
"Callicarpa japonica","B",,,"WC, 70L"
"Callistemon sp.","B",,,"70L"
"Callistemon speciosus",,1,,"70D"
"Callistemon speciosus","B",,,"70L"
"Callistemon speciosus ",,,2,"70D"
"Callistephus chinensis",,,2,"50-85"
"Callitris canescens",,,2,"70D-40"
"Callitris rhomboidea",,1,,70
"Calluna vulgaris","B",,,"70D GA-3"
"Calochortus aureus","B",,,40
"Calochortus gunnisonii","B",,,40
"Calochortus kennedyi",,1,,40
"Calochortus sp.","B",,,40
"Calonycton aculeatum",,1,,"comment"
"Caloscordum neriniflorum","B",,,70
"Calothamnus quadrifidus",,1,,"70L"
"Calothamnus quadrifidus","B",,,"70L"
"Caltha biflora","B",,,"40-70"
"Caltha leptosepala","B",,,"OT"
"Caltha palustris",,1,,"70 GA-3"
"Caltha palustris","B",,,"OT"
"Calycanthus floridus","B",,,70
"Calycocarpum lyoni",,,2,"40-70D-40"
"Calycocarpum lyoni",,1,,"40-70D-40"
"Calydorea amabilis",,,2,"70D"
"Calydorea nuda",,,2,"70D"
"Calydorea pallens",,,2,"70L"
"Calydorea speciosa",,,2,"70D"
"Calydorea xiphioides",,,2,"70L-40"
"Calylophus lavandulifolius",,1,,"70D"
"Calylophus lavandulifolius","B",,,70
"Calyptridium monospermum",,1,,"70L"
"Calyptridium umbellatum",,1,,"70 GA-3"
"Calyptridium umbellatum","B",,,"70L"
"Camassia leichtlinii","B",,,"40-40"
"Camassia leichtlinii v. suksdorfii","B",,,"40-40"
"Campanula (annuals)",,,2,"55-85"
"Campanula alliarifolia","B",,,"40-70"
"Campanula allioni","B",,,"D-70"
"Campanula alpina","B",,,"D-70"
"Campanula altaica","B",,,"40-70"
"Campanula americana","B",,,"D-70 40-70"
"Campanula aucheri","B",,,"D-70"
"Campanula barbata","B",,,"D-70"
"Campanula bellidifolia","B",,,"D-70"
"Campanula betulaefolia","B",,,70
"Campanula caespitosa","B",,,70
"Campanula carpathica","B",,,"D-70"
"Campanula carpatica alba",,,2,"70D"
"Campanula cashmeriana","B",,,70
"Campanula cenisia","B",,,70
"Campanula chamissonii","B",,,70
"Campanula cochlearifolia","B",,,"D-70"
"Campanula collina","B",,,"D-70"
"Campanula coriacea","B",,,70
"Campanula finitima","B",,,"D-70"
"Campanula formanekiana","B",,,"D-70"
"Campanula garganica","B",,,"D-70"
"Campanula glomerata","B",,,"D-70"
"Campanula glomerata acaulis","B",,,"70L"
"Campanula gracilis","B",,,"D-70"
"Campanula hawkinsiana","B",,,"D-70"
"Campanula incurva",,,2,"70L"
"Campanula jenkinsae","B",,,"D-70"
"Campanula latifolia",,,2,"70D"
"Campanula latifolia",,1,,70
"Campanula latifolia alba",,,2,"comment"
"Campanula latifolia alba",,1,,"70D"
"Campanula latiloba","B",,,40
"Campanula linearifolia","B",,,"70L"
"Campanula linifolia","B",,,"D-70"
"Campanula longistyla","B",,,"D-70"
"Campanula lyrata","B",,,70
"Campanula medium","B",,,70
"Campanula moesica","B",,,"D-70"
"Campanula napuligera","B",,,"D-70"
"Campanula ossetica","B",,,"70L"
"Campanula pallida","B",,,"40-70"
"Campanula persicifolia","B",,,"D-70"
"Campanula pilosa","B",,,"D-70"
"Campanula pulla","B",,,"D-70"
"Campanula punctata","B",,,"70L"
"Campanula pyramidalis",,,2,"70D"
"Campanula pyramidalis","B",,,70
"Campanula raddeana","B",,,"D-70"
"Campanula ramosissima","B",,,"D-70L"
"Campanula rapunculoides","B",,,"D-70 40-70"
"Campanula rotundifolia","B",,,"D-70"
"Campanula sarmakadensis","B",,,"70L"
"Campanula sarmatica","B",,,"D-70"
"Campanula saxifraga","B",,,"D-70"
"Campanula scabrella","B",,,"70L"
"Campanula scheuzeri","B",,,"D-70"
"Campanula shetleri",,,2,"40-70D"
"Campanula sibirica","B",,,"D-70"
"Campanula spicata","B",,,70
"Campanula steveni","B",,,"D-70"
"Campanula takesimana","B",,,"70L"
"Campanula taurica","B",,,70
"Campanula thrysoides",,,2,"DS 4 y = dead"
"Campanula trautvetteri","B",,,70
"Campanula tridentata","B",,,"D-70"
"Campsis radicans","B",,,"soak, strip, 70L"
"Canna indica","B",,,"comment"
"Cannabis sativa",,1,,70
"Capparis spinosa","B",,,"70 GA-3"
"Capparis spinosa ",,1,,"70 GA-3 40-70"
"Capsicum annuum",,,2,"70D"
"Capsicum annuum",,1,,"70L"
"Capsicum frutescens",,,2,"WC, 70"
"Capsicum frutescens",,1,,"70D"
"Capsicum frutescens","B",,,"WC, 70D"
"Capsicus pubescens",,1,,70
"Cardamine pennsylvanica",,1,,"70L"
"Cardiocrinum cordatum v. glehnii",,,2,"40-70D-40-70D-40-70D-40-70D-40-70D-40-70D"
"Cardiocrinum cordatum v. glehnii",,1,,"no germ"
"Cardiocrinum giganteum",,1,,"40-70-40-70-40"
"Cardiocrinum giganteum","B",,,"40-70-40-70-40"
"Cardiospermum halicacabum","B",,,"70L"
"Carex arenaria",,,2,"70L"
"Carex arenaria",,1,,"70L"
"Carex comans",,,2,"70L"
"Carex comans",,1,,"70L"
"Carex grayi",,,2,"70L"
"Carex grayi",,1,,"70L"
"Carex lurida",,,2,"70L"
"Carex lurida",,1,,"70L"
"Carex muskingumensis",,1,,"70L"
"Carex pendula",,,2,"70L"
"Carex pendula",,1,,"70L"
"Carex retrorsa",,,2,"70L"
"Carex retrorsa",,1,,"70L-40-70L"
"Carex secta",,,2,"DS 7 y = dead"
"Carex stricta",,1,,"70L"
"Carica papaya",,,2,"70L"
"Carica papaya",,1,,"70L"
"Carlina acaulis","B",,,"70L"
"Carmichaelia apressa",,1,,"puncture, 70"
"Carmichaelia monroi",,1,,"puncture, 70"
"Carnegia gigantea",,"1c",,70
"Carpentaria californica",,,2,"70L"
"Carrica papaya","B",,,"WC 7 d, 70L"
"Carthamus tinctorious","B",,,70
"Carum caryi",,,2,"70L"
"Carum caryi",,1,,"70L"
"Carya sp.",,1,,"rotted"
"Caryopteris incana","B",,,70
"Cassiope fastigiata","B",,,"70L"
"Castanea sativa",,1,,"extract, peel, 70"
"Castanea sinensis",,1,,"extract, peel, 70"
"Castillea parviflora",,1,,"70D"
"Castilleja integra","B",,,70
"Castilleja miniata","B",,,"70-40"
"Castilleja parviflora","B",,,"70D"
"Castilleja rhexifolia","B",,,"70-40"
"Castilleja sp. ","B",,,40
"Casuarina sp.",,1,,70
"Catalpa bignonioides",,,2,"70L"
"Catalpa bignonioides",,1,,"70L"
"Catalpa bignonioides","B",,,"70L"
"Catharanthus roseus",,1,,70
"Caulophyllum thalictroides",,,2,"no germ"
"Caulophyllum thalictroides",,1,,"OT"
"Caulophyllum thalictroides","B",,,"WC 7 d, 40-70-40-70-OT"
"Cautleya spicata",,1,,"70D"
"Ceanothus americana","B",,,"extract, OT"
"Cedrela sinensis",,1,,"70D"
"Cedrus atlantica","B",,,40
"Celmisia armstrongii","B",,,"D-70"
"Celmisia dallii","B",,,"D-70"
"Celmisia monroi","B",,,"D-70"
"Celmisia semicordata","B",,,"D-70"
"Celmisia spectabilis","B",,,"D-70"
"Celmisia traversii","B",,,"D-70"
"Celosia argentea",,,2,70
"Celtis tenuifolia ","B",,,"D-40 OT"
"Centaurea maculosa","B",,,"D-70"
"Centaurium erythraea","B",,,70
"Centaurium meyeri","B",,,70
"Centaurium muhlenbergii",,,2,"70D"
"Centaurium muhlenbergii",,1,,"70D"
"Centaurium pulchellum","B",,,"D-70L"
"Centaurium scilloides","B",,,"D-70L"
"Centranthus ruber","B",,,70
"Cephalanthus occidentalis","B",,,"70L"
"Cephalaria gigantea",,,2,"DS 4 y = dead"
"Cephalaria leucantha","B",,,"70L"
"Cephalocereus alensis",,"1c",,70
"Cephalocereus royenii",,"1c",,70
"Cephalocereus senilis",,,"2c","70 GA-4"
"Cephalocereus senilis",,"1c",,70
"Cerastium alpinum","B",,,"D-70"
"Cerastium bossieri",,,2,"70D"
"Cerastium candidissimum","B",,,"D-70"
"Cerastium fontanum",,,2,"DS 3 y = dead"
"Cerastium fontanum",,1,,"70L"
"Cerastium maximum","B",,,"D-70"
"Cerastium montanum","B",,,"D-70"
"Cerastium uniflorum","B",,,"D-70"
"Ceratotheca triloba",,1,,70
"Cercidiphyllum japonicum","B",,,"40-70"
"Cercis canadensis alba","B",,,"puncture, 70"
"Cercis chinensis","B",,,"40-70"
"Cercocarpus betuloides","B",,,"70D"
"Cercocarpus intricatus",,,2,40
"Cercocarpus intricatus",,1,,"70D-40-70D"
"Cereus aethiops",,"1c",,"70 GA-3"
"Cereus validus",,"1c",,"70 GA-3"
"Cerinthe major",,,2,"70 GA-3"
"Cerinthe major",,1,,"70 GA-3"
"Cestrum nocturnum",,1,,"70L"
"Chaenactis douglasii","B",,,40
"Chaenomeles japonica","B",,,"WC, 40-70"
"Chaenomeles sinensis",,,2,40
"Chaenomeles sinensis",,1,,"WC 7 d, 70"
"Chaenorrhinum oreganifolium","B",,,"70L"
"Chaerophyllum hirsutum",,,2,"no germ"
"Chamaebatia millefolium",,1,,70
"Chamaebatia millefolium ",,,2,70
"Chamaechaenactis scaposa","B",,,70
"Chamaecytisus austriacus",,,2,"puncture, 70D"
"Chamaecytisus austriacus",,1,,"puncture, 70"
"Chamaecytisus austriacus","B",,,"puncture, 70"
"Chamaedaphne calyculata",,,2,"70L"
"Chamaedaphne calyculata",,1,,"70 GA-3"
"Chamaelirium luteum",,,2,"70D"
"Chamaemelum nobile",,1,,"D-70"
"Chamaespartium sagitate",,,2,"70D"
"Chasmanthe floribunda",,,2,"70D-40"
"Cheiranthus cheiri",,,2,"50-85"
"Cheiranthus cheiri","B",,,70
"Chelidonium majus","B",,,70
"Chelone glabra","B",,,"70L-40-70L"
"Chenopodium (Bitium) virgatum",,1,,"70L"
"Chenopodium ambrosiodes",,1,,"comment"
"Chenopodium ambrosiodes","B",,,"70L"
"Chenopodium bonus",,,2,"70L"
"Chenopodium bonus",,1,,"70L"
"Chenopodium virgatum",,,2,"70L"
"Chenopodium vulvaria",,1,,"70L"
"Chenopodium vulvularia",,,2,"DS 3 y = dead"
"Chiastophyllum oppositifolia","B",,,"70D GA-3"
"Chiliotrichum amelloides",,,2,"chaff"
"Chilopsis linearis","B",,,"70D"
"Chimonanthus praecox",,,2,"DS 3 y = dead"
"Chimonanthus praecox",,1,,"70D"
"Chionanthus virginica",,1,,"70-40-70"
"Chionanthus virginica","B",,,"WC 7 d, 40-70-40-70"
"Chionochloa rubra",,,2,"chaff"
"Chionodoxa luciliae","B",,,"WC 7 d, 70-40 5 m-70-40"
"Chloranthus sp.","B",,,"rotted"
"Chlorogalum pomeridianum","B",,,40
"Chordospartium muritai",,1,,70
"Chrysanthemum cinerarifolium",,,2,"55-80"
"Chrysanthemum djilgense","B",,,"D-70"
"Chrysanthemum koreanum","B",,,"D-70"
"Chrysanthemum leucanthemum ","B",,,70
"Chrysanthemum pyrethroides","B",,,"D-70"
"Chrysopsis villosa","B",,,70
"Cicer arietinum",,1,,"70 GA-3"
"Cicerbita alpina",,1,,"70L"
"Cichorum intybus","B",,,"70L"
"Cimicifuga racemosa","B",,,"70-40"
"Circaea lutetiana",,1,,"OT"
"Circaea lutetiana","B",,,"70L"
"Cissus striata",,,2,"70D-40-70D"
"Cistus laurifolius","B",,,70
"Citrofortunella mitis",,,2,"WC, 70L"
"Citrullus vulgaris",,1,,70
"Citrullus vulgaris",,,2,70
"Citrullus vulgaris","B",,,70
"Citrus nobilis","B",,,"70L"
"Cladastris lutea",,,2,"puncture, 70"
"Cladastris lutea",,1,,"comment"
"Cladastris lutea","B",,,"puncture, 70"
"Cladothamnus pyroliflorus",,,2,"70L"
"Clarkia amoena","B",,,70
"Clarkia elegans",,,2,"50-85"
"Claytonia megarhiza","B",,,"OT"
"Claytonia virginica","B",,,"70-40"
"Cleistocactus aureispinus",,"1c",,"70 GA-3"
"Cleistocactus baumannii",,"1c",,"no germ"
"Cleistocactus smaragdiflorus",,"1c",,"70 GA-3"
"Clematis addisonii",,1,,"70 GA-3"
"Clematis addisonii","B",,,"70D GA-3"
"Clematis albicoma v. coactilis","B",,,70
"Clematis alpina","B",,,"70-40"
"Clematis coactilis",,,2,"70D-40-70D"
"Clematis coactilis",,1,,"70D"
"Clematis columbiana",,1,,"OT"
"Clematis columbiana","B",,,"70L"
"Clematis connata","B",,,"40-70"
"Clematis crispa","B",,,"40-70-40-70-40"
"Clematis forsteri","B",,,"70 GA-3 40"
"Clematis grata",,1,,"70L"
"Clematis grata","B",,,"70L"
"Clematis hirsutissima","B",,,"40-70"
"Clematis integrifolia","B",,,70
"Clematis ladakhiana","B",,,"70D"
"Clematis lanuginosa","B",,,"70-40-70-40-70"
"Clematis maculata","B",,,"70-40"
"Clematis occidentalis","B",,,"70-40"
"Clematis orientalis",,1,,"70L"
"Clematis pitcheri","B",,,"70-40"
"Clematis recta",,1,,"70D"
"Clematis recta","B",,,"70-40"
"Clematis rehderiana","B",,,"70-40"
"Clematis sp.","B",,,70
"Clematis vernayi","B",,,70
"Clematis verticillata","B",,,"70L"
"Clematis viorna","B",,,"70D"
"Clematis virginiana",,1,,"70L"
"Clematis virginiana","B",,,"70L"
"Cleome hassleriana",,1,,70
"Cleome serrulata","B",,,"70L"
"Clethra alnifolia","B",,,"40-70L"
"Clethra fargesii",,1,,"70L"
"Clethra fargesii","B",,,"40-70L"
"Clianthus formosa",,1,,"puncture, 70"
"Clianthus formosus",,,2,"puncture, 70D"
"Clianthus puniceus ",,,2,"puncture, 70D"
"Clianthus puniceus alba","B",,,"puncture, 70"
"Clintonia andrewsiana","B",,,"40-70"
"Clintonia borealis","B",,,"OT"
"Clintonia umbellata","B",,,"40-70-40-70"
"Clitoria ternatea",,,2,"puncture, 70D"
"Clitoria ternatea",,1,,"puncture, 70"
"Clivia miniata",,,2,"70D"
"Cneorum tricoccon",,1,,"70 GA-3"
"Cnicus benedictus",,1,,"D-70"
"Cobaea scandens",,,2,70
"Cobaea scandens",,1,,"70D"
"Coccoloba uvifera",,,2,"no germ"
"Cocculus carolinus ",,1,,"70D"
"Cochlearia alpina","B",,,70
"Cochlearia officinalis",,,2,"DS 2 y = dead"
"Cochlearia officinalis",,1,,"70L"
"Codonopsis clematidea","B",,,70
"Codonopsis ovata",,,2,"DS 3 y = dead"
"Codonopsis ovata","B",,,70
"Codonopsis pilosula",,1,,"D-70"
"Codonopsis viridis","B",,,70
"Coffea arabica",,,2,"no germ"
"Colchicum autumnale","B",,,"70-40"
"Colchicum luteum",,1,,"comment"
"Colchicum luteum","B",,,"70-40"
"Coleocephalocereus goebelianus",,"1c",,"70 GA-3"
"Coleus frederici",,,2,"70L"
"Coleus plumosa",,,2,70
"Collinsia bicolor",,,2,"70D"
"Collinsia bicolor",,1,,70
"Collinsonia canadensis","B",,,"OT"
"Collomia cavanillesii",,,2,40
"Collomia debilis","B",,,"70 GA-3"
"Collomia grandiflora",,1,,40
"Collomia grandiflora","B",,,40
"Collomia involucrata",,,2,"no germ after DS 5 y"
"Collomia sp.","B",,,"70D GA-3"
"Colutea arborescens",,,2,"puncture, 70D"
"Colutea arborescens","B",,,"puncture, 70"
"Colutea hyb. media",,,2,"puncture, 70D"
"Coluteocarpus vesicaria",,1,,"70D"
"Commelina dianthifolia",,,2,"70D"
"Commelina dianthifolia","B",,,70
"Conanthera bifolia","B",,,40
"Conimitella williamsii",,1,,"70D"
"Conospermum taxifolium",,,2,"rotted"
"Convallaria majalis","B",,,"WC, D-70D"
"Convolvus compactus","B",,,70
"Convolvus lineatus ssp. angustifolius","B",,,"40-70"
"Convolvus sp.","B",,,40
"Convolvus tricolor",,,2,"70D"
"Convolvus tricolor",,1,,70
"Copiapoa barquitensis",,"1c",,"70 GA-3"
"Copiapoa bridgesii",,,"2c","70 GA-3"
"Copiapoa humilis",,"1c",,"no germ"
"Copiapoa hypogaea",,"1c",,"no germ"
"Copiapoa magnifica ",,"1c",,70
"Copiapoa tenuissima",,"1c",,"no germ"
"Coprosma acerosa",,,2,"70D-40-70D"
"Coprosma atropurpurea",,,2,"70D-40-70D"
"Coprosma petriel",,,2,"70D-40-70D"
"Coprosma rhamnoides",,,2,"70D-40-70D"
"Cordyline indivisa",,1,,"empty"
"Cordyline pumilio",,,2,"70L"
"Coreopsis lanceolata","B",,,"D-70"
"Coriandrum sativum","B",,,70
"Coriaria terminalis","B",,,"70L"
"Coriaria terminalis xanthocarpa",,1,,"70L"
"Cornus alternifolia","B",,,"WC, OT"
"Cornus amomum",,1,,"OT"
"Cornus amomum","B",,,"WC, OT"
"Cornus canadensis",,,2,"70 GA-3"
"Cornus canadensis",,1,,"70 GA-3"
"Cornus florida",,,2,"70D-40-70D"
"Cornus florida","B",,,"WC, 40-70"
"Cornus kousa","B",,,"WC, 40"
"Cornus mas",,,2,"70 GA-3 - 40"
"Cornus nuttallii","B",,,"WC, OT"
"Cornus racemosa","B",,,"WC, OT"
"Cornus siberica","B",,,"WC, OT"
"Cornus stolonifera","B",,,"WC, 70-40-70"
"Cornus suecica","B",,,"WC, OT"
"Corokia cotoneaster",,,2,"no germ"
"Coronilla varia","B",,,"extract, 70"
"Correa aquae-gelidae",,,2,"rotted"
"Correa cordifolia",,,2,"no germ"
"Corryocactus tarijensis",,"1c",,"no germ"
"Corryocactus urmiriensis",,"1c",,"70 GA-3"
"Cortusa matthioli","B",,,70
"Cortusa turkestanica","B",,,70
"Corydalis caseana ssp. brandegei",,1,,"70 GA-3"
"Corydalis cheilanthifolia","B",,,"70-40"
"Corydalis lutea","B",,,"70-40"
"Corydalis nobile",,1,,"OT"
"Corydalis nobile","B",,,"OT"
"Corydalis sempervirens",,,2,"DS 6 m 70D"
"Corylopsis pauciflora","B",,,"DS 6 m, OT"
"Corylopsis spicata","B",,,"DS 6 m, extract, OT"
"Corylus avellana",,,2,"70D"
"Corylus avellana",,1,,"comment"
"Corylus avellana","B",,,"extract, 40-70"
"Corylus cornuta","B",,,"70-40-70"
"Coryphantha echinoides",,"1c",,70
"Coryphantha palmeri",,"1c",,70
"Coryphantha vivipara",,"1c",,"70 GA-3"
"Coryphantha vivipara","B",,,70
"Cosmos bipinnatus",,,2,"70D"
"Costus guanaiensis",,,2,70
"Costus guanaiensis",,1,,"70L"
"Cotinus coggyria",,1,,"70D-40-70D"
"Cotoneaster acutifolia","B",,,"comment"
"Cotoneaster apiculata","B",,,"comment"
"Cotoneaster dammeri","B",,,"40-70-40-70"
"Cotoneaster depressa","B",,,"70-40-70"
"Cotoneaster divaricata",,1,,"40-70-40-70-40-70-40-70"
"Cotoneaster divaricata","B",,,"WC, 40-70-40-70-40-70"
"Cotoneaster horizontalis","B",,,"70-40-70"
"Cotoneaster integerrimus",,,2,"no germ"
"Cotoneaster microphyllus",,,2,"DS 3 y 40-70D"
"Cotoneaster microphyllus v. cochleatus",,1,,"70 GA-3"
"Cotoneaster microphyllus v. cochleatus","B",,,"70D GA-3"
"Cotoneaster zagelii",,,2,"no germ"
"Cotyledon orbiculata",,1,,70
"Cowania mexicana",,1,,40
"Crambe cordifolia",,,2,"40-70D"
"Crambe cordifolia",,1,,"70L"
"Crambe maritima",,1,,"70L"
"Craspedia incana","B",,,"70D"
"Crataegus coccinea","B",,,"40-70"
"Crataegus cordata","B",,,"40-70"
"Crataegus crus-galli","B",,,"70-40-70"
"Crataegus flava","B",,,"70-40-70"
"Crataegus mollis","B",,,"40-70"
"Crataegus monogyna",,1,,"WC 7 d, 70-40-70"
"Crataegus monogyna","B",,,"70-40-70"
"Crataegus oxycantha","B",,,"70-40-70"
"Crataegus phaenopyrum","B",,,"WC, 70-40-70"
"Crataegus punctata","B",,,"70-40-70"
